,fips,cases,deaths,popdense,population,ageab55,ageab65,ageab75,diabetes,cases rate 10k,deaths rate 10k,deaths cases 10k,pctpov,pctmale,pctwhite,pctblack,pctindian,pctasian,pcthispanic,AR,AS,AT,AU,pct_highschool_or_less,% Adults with Diabetes,% Adults with Obesity
0,1001,4190,48,36.113876,55601,28.44733008,0.155626697,0.067498786,0.11,753.5835686,8.632938257,114.5584726,15.4,48.55128505,74.308014,19.343178,0.43704249,1.2050143,2.965774,11.48339462,33.58845901,28.3565712,26.57157326,45.07185364,11,33
1,1003,13601,161,52.94949,218022,34.84969407,0.204433498,0.081794498,0.11,623.8361266,7.384575868,118.373649,10.6,48.46162314,83.11134,8.783976,0.67011588,1.1342892,4.6467789,9.193842888,27.65961647,31.28408051,31.86245918,36.85345936,11,31
2,1005,1514,32,10.854899,24881,32.32587115,0.194204413,0.078574012,0.18000001,608.4964431,12.8612194,211.3606341,28.9,52.78324826,45.641252,48.032635,0.34162614,0.45416183,4.2763554,26.7869072,35.60454178,26.02983665,11.57871342,62.39144897,18,42
3,1007,1834,46,13.894338,22400,29.40625,0.164732143,0.067678571,0.15000001,818.75,20.53571429,250.8178844,14,53.21875,74.589288,21.120536,0.38392858,0.23214286,2.6249999,20.94260216,44.87877274,23.80009842,10.37852573,65.82137489,15,38
4,1009,4641,63,34.632576,57840,31.42807746,0.182365145,0.074429461,0.17,802.3858921,10.89211618,135.7466063,14.4,49.27385892,86.886239,1.4626556,0.5152144,0.27835409,9.5712312,19.50943756,33.42213058,33.97502136,13.09341335,52.93156815,17,34
5,1011,859,22,6.2849522,10138,30.48924837,0.163839022,0.070329454,0.23999999,847.3071612,21.70053265,256.1117579,31.4,54.51765634,21.217203,69.540346,0.23673309,0.12823042,7.9601496,25.32037735,40.27601624,22.34896469,12.05463982,65.59639359,24,37
6,1013,1508,45,9.7812996,19680,34.53252033,0.202997967,0.09120935,0.19,766.2601626,22.86585366,298.4084881,23.5,46.57012195,51.255083,44.557926,0.35060975,1.2703252,1.5091463,14.95043087,45.18416595,23.72820091,16.13720322,60.13459682,19,43
7,1015,9494,156,72.825485,114277,31.68179074,0.17717476,0.071501702,0.18000001,830.7883476,13.65104089,164.3143038,18.6,48.05341407,72.024989,20.850214,0.40953122,0.9319461,3.910673,15.56732559,32.79061508,33.16099548,18.48106384,48.35794067,18,39
8,1017,2341,63,21.756077,33615,34.24661609,0.195210472,0.080975755,0.2,696.4152908,18.7416332,269.1157625,16.6,47.87446081,55.231297,39.56567,0.23203928,1.2672914,2.5613565,18.37824249,36.735466,31.59023094,13.29606152,55.1137085,20,40
9,1019,1414,22,18.158186,26032,38.72157345,0.229717271,0.093538722,0.15000001,543.1776275,8.451137062,155.5869873,15,49.53902889,91.656423,4.2409342,0.56853103,0.31499693,1.6210817,18.42746544,40.25643921,28.56310272,12.75299358,58.68390465,15,35
10,1021,2970,54,24.60494,44153,30.11120422,0.167848164,0.066813127,0.19,672.6609743,12.23019953,181.8181818,18.6,49.07480805,80.139518,9.9676125,0.36011143,0.44164611,7.9269812,18.21873093,44.42521286,24.63223076,12.72382355,62.64394379,19,38
11,1023,490,22,5.4276023,12841,38.66521299,0.229966514,0.100070088,0.17,381.5902188,17.13262207,448.9795918,22.2,47.2704618,56.389689,41.515458,0.17911377,0.1557511,1.0435324,18.61935806,37.6782074,31.77189445,11.93053913,56.29756546,17,41
12,1025,2390,25,7.4575353,23920,34.28929766,0.198704013,0.090133779,0.22,999.1638796,10.45150502,104.6025105,25.4,47.35785953,52.50836,44.326922,0.45568561,0.41806018,1.3628762,19.43351173,41.77101898,26.57125854,12.22420979,61.20453072,22,34
13,1027,1141,34,8.4864855,13275,35.48022599,0.207231638,0.092354049,0.14,859.5103578,25.61205273,297.9842244,18.4,48.9039548,80.527306,13.830508,0.49717515,0.21092279,3.0131826,23.31113243,37.81583786,28.31166077,10.5613699,61.12697029,14,41
14,1029,1026,16,10.331132,14987,32.90184827,0.194501902,0.081604057,0.13,684.5933142,10.67591913,155.9454191,18.5,49.51624741,92.793757,2.8691532,0.42703678,0.20684593,2.4821512,20.97128105,37.97347641,25.63686752,15.41837597,58.94475746,13,37
15,1031,3594,38,29.517801,51909,29.49199561,0.169546707,0.069795219,0.16,692.3654858,7.320503188,105.7317752,15.1,49.1648847,69.854939,17.187771,1.1327515,1.5469379,7.5805739,14.07361221,27.24336243,35.89096832,22.79205513,41.31697464,16,34
16,1033,4660,60,35.670868,54762,34.07289726,0.199298784,0.087268544,0.16,850.9550418,10.95650268,128.7553648,16.3,47.951134,78.397429,15.99832,0.5733903,0.5733903,2.6752127,14.84381008,37.83464813,29.17425919,18.14728355,52.67845821,16,31
17,1035,837,17,5.575366,12277,38.11191659,0.224973528,0.098476827,0.25999999,681.7626456,13.84703103,203.1063321,22.2,47.90258206,50.30545,45.662621,0.50500939,0.20363282,2.1503625,15.66851616,51.12645721,20.43473244,12.77029324,66.79497337,26,43
18,1037,517,7,6.3558412,10715,41.14792347,0.231544564,0.096500233,0.20999999,482.5011666,6.532897807,135.3965184,14,50.38730751,65.384972,30.471301,0.39197388,0.12132524,2.519832,20.00242233,40.28332901,26.89187622,12.8223753,60.28575134,21,40
19,1039,2913,40,13.856955,36986,35.92981128,0.210620235,0.093657059,0.15000001,787.5953063,10.81490294,137.3154823,18.3,48.38587574,83.188236,12.442546,0.60833828,0.4298924,1.7493106,16.58562469,37.30056381,30.84257698,15.27123547,53.88618851,15,32
20,1041,954,36,8.7662735,13824,33.47800926,0.190176505,0.074074074,0.18000001,690.1041667,26.04166667,377.3584906,15.7,48.27835648,70.949072,23.220485,0.57870368,1.0778356,2.3148147,20.80495262,39.52528381,22.26006126,17.40970039,60.33023643,18,38
21,1043,7079,78,43.845928,83442,32.13968984,0.185110616,0.076328468,0.19,848.3737207,9.347810455,110.1850544,15.8,49.42954387,91.855419,1.2056279,0.54528895,0.63876705,4.4330195,18.44576073,34.07130051,33.61743546,13.86550236,52.51706123,19,37
22,1045,3325,63,33.687378,48956,30.00653648,0.1689272,0.071329357,0.16,679.1813057,12.86869842,189.4736842,18.4,49.070594,68.367511,20.451017,0.62709372,1.35632,6.6386141,13.87985325,32.28684998,35.69488907,18.13841057,46.16670322,16,37
23,1047,2769,43,15.112906,38310,32.83215871,0.180657792,0.072644218,0.16,722.7877839,11.22422344,155.2907187,31.1,46.16288175,27.180892,70.057428,0.22448448,0.56121117,1.1119812,18.15648842,35.91984558,31.2137413,14.70992374,54.076334,16,43
24,1049,6900,61,35.467697,71385,30.31729355,0.172613294,0.069300273,0.13,966.5896197,8.54521258,88.4057971,22.1,49.62947398,80.127478,1.4484836,1.2271485,0.35021363,14.842054,25.15524101,34.23838425,27.59116554,13.01521111,59.39362526,13,29
25,1051,6435,83,51.122849,81887,28.29386838,0.151428188,0.05928902,0.16,785.8390221,10.13591901,128.982129,12.3,48.34100651,72.992051,21.2146,0.40543675,0.68509043,3.0126883,13.3760004,32.5031662,29.05531883,25.06551552,45.8791666,16,34
26,1053,2661,34,15.010732,36748,31.01393273,0.179492762,0.076466746,0.19,724.1210406,9.252204202,127.7715145,24,50.69119408,60.155654,31.403071,3.728094,0.27484489,2.4681615,18.8638382,43.72945404,24.93909264,12.46761322,62.59329224,19,39
27,1055,10031,94,73.934616,102501,32.70407118,0.190115218,0.076643155,0.16,978.6245988,9.170642238,93.70950055,17.3,48.44147862,77.686071,15.483752,0.38145969,0.76194378,4.0155705,15.44730091,32.85762024,33.90437698,17.79070473,48.30492115,16,36
28,1057,1430,19,10.108303,16433,35.51390495,0.211282176,0.090366945,0.23,870.2002069,11.56210065,132.8671329,20,48.82249133,84.153837,11.854196,0.36511896,0.39554555,1.8073389,17.40133286,41.26943588,28.93387985,12.39535236,58.67076874,23,41
29,1059,3270,37,19.102333,31363,29.39450945,0.168861397,0.073047859,0.15000001,1042.62985,11.79734082,113.1498471,20.2,50.45116857,76.175749,3.883557,0.49102446,0.25507763,17.750216,22.79899979,36.56788254,26.64774323,13.98537445,59.36688232,15,34
30,1061,1677,20,17.685356,26314,34.64315573,0.202971802,0.085315801,0.17,637.3033366,7.600516835,119.2605844,24,48.81811963,83.681691,9.3144335,0.85125789,0.30022042,4.0434748,19.67845726,35.98070908,31.84887505,12.49196148,55.65916634,17,39
31,1063,672,20,4.91293,8233,37.66549253,0.223126442,0.092918742,0.15000001,816.2273776,24.29248148,297.6190476,38.7,47.21243775,17.527026,79.606462,0.19433985,0.25507105,1.664035,20.78370476,38.61557007,30.48506737,10.11565685,59.39927483,15,36
32,1065,1440,33,8.8290291,14726,33.60043461,0.192109195,0.08087736,0.18000001,977.8622844,22.40934402,229.1666667,26,47.58929784,39.725655,57.802528,0.22409344,0.28520983,1.358142,15.99637127,43.37264252,26.40862846,14.2223568,59.36901379,18,40
33,1067,1247,8,11.828088,17209,36.60875123,0.227206694,0.089952932,0.17,724.6208379,4.648730316,64.15396953,13.5,48.23057702,69.318378,25.829509,0.44744029,0.32541112,2.6730198,20.61965752,32.55259705,29.76660156,17.06114388,53.17225456,17,36
34,1069,7279,64,69.728455,104722,31.04123298,0.177985524,0.073699891,0.14,695.078398,6.111418804,87.92416541,18.3,48.01856343,66.31844,26.919845,0.40392657,1.0236626,3.4386281,13.95587158,31.24419975,33.0932579,21.70667267,45.20007133,14,38
35,1071,5097,34,18.530258,51736,34.94278645,0.200498686,0.08297897,0.17,985.1940622,6.571826195,66.70590543,20.2,49.07607855,89.067572,3.4134839,1.4071439,0.47355806,2.953456,16.80586052,41.02002716,28.18724823,13.98686409,57.82588768,17,39
36,1073,52339,697,229.04567,659300,28.99711816,0.158572729,0.065163052,0.13,793.8571212,10.5718186,133.1702937,17,47.26088275,49.699834,43.126044,0.20673443,1.756105,3.9808888,9.935452461,26.37862015,30.30597496,33.37995148,36.31407261,13,35
37,1075,1056,15,8.8372841,13844,36.26119619,0.216555909,0.097515169,0.19,762.7853222,10.83501878,142.0454545,21.2,48.88038139,85.972261,10.394394,0.18780699,0.10112685,1.6902629,17.65782166,39.76822281,30.63942337,11.93453312,57.42604446,19,36
38,1077,6478,70,53.39838,92387,33.78938595,0.200926537,0.0862459,0.14,701.1809021,7.576823579,108.0580426,15.2,47.97969411,84.604979,9.893167,0.37451156,0.70464457,2.8618746,12.61830616,35.9604454,27.92032242,23.50092697,48.57875156,14,33
39,1079,2044,42,18.423422,32957,33.44661225,0.186637133,0.07540128,0.19,620.2020815,12.74387839,205.4794521,16.8,48.69071821,76.384377,10.832296,5.6042723,0.224535,2.2271445,20.69571877,41.19842148,25.53830338,12.56755638,61.89414024,19,33
40,1081,10320,75,104.18551,163941,22.66913097,0.118829335,0.044656309,0.090000004,629.4947573,4.57481655,72.6744186,21.4,49.18781757,67.476106,22.777097,0.25557976,4.1386839,3.7598893,9.117510796,23.72469139,31.84482956,35.31296539,32.84220219,9,30
41,1083,6822,58,66.314186,96174,28.63039907,0.151891364,0.06016179,0.14,709.3393225,6.030735958,85.019056,13.7,50.07174496,76.114124,13.493252,0.58851666,1.5461559,6.1451118,15.31345749,30.39640808,28.55388069,25.73625374,45.70986557,14,34
42,1085,945,32,5.3791351,9974,33.89813515,0.188490074,0.08131141,0.14,947.4634049,32.08341688,338.6243386,27.9,46.82173651,25.135353,71.937037,0.31080809,0.32083418,1.7345097,21.65109062,39.6488266,24.0158596,14.68422508,61.29991722,14,47
43,1087,999,30,11.693524,18439,33.89012419,0.203698682,0.080481588,0.23,541.7864309,16.26986279,300.3003003,25.8,45.46341993,16.139704,80.047727,0.2223548,0.58029178,1.8276479,18.19994926,30.19197273,31.24740219,20.3606739,48.391922,23,50
44,1089,22197,178,176.54282,366519,29.09944641,0.15040148,0.063702018,0.14,605.6166256,4.8565013,80.1910168,13.2,48.8580401,64.59583,24.436933,0.69000516,2.6465204,5.0687686,8.299160004,20.63529205,28.30844307,42.75710297,28.93445206,14,33
45,1091,1793,26,7.5355506,19066,33.65152628,0.196003357,0.087013532,0.18000001,940.4174971,13.63684045,145.0083659,21.8,46.85303682,44.870451,51.075214,0.20455262,0.29371656,2.5805099,16.1778183,37.96211243,29.75099373,16.10907364,54.13993073,18,42
46,1093,2087,43,15.480144,29763,35.30894063,0.212377784,0.095286093,0.2,701.2061956,14.44746833,206.0373742,17.5,49.34314417,91.82542,3.7832208,0.3695864,0.29566912,2.5736652,20.42591286,34.82512283,31.98570824,12.76325703,55.25103569,20,37
47,1095,9189,86,65.579605,96109,30.12621086,0.170379465,0.072261703,0.12,956.1019259,8.948173428,93.59016215,21.7,49.42513188,80.436796,2.403521,0.59203613,0.65966765,14.325401,18.38949203,31.14690018,31.09530067,19.36830521,49.53639221,12,34
48,1097,25858,506,129.94664,413757,29.49871543,0.162029887,0.065166269,0.14,624.9561941,12.22940035,195.684121,19.3,47.63109748,56.721699,35.745618,0.88143526,2.0497538,3.0568667,13.53330612,33.96775055,29.29944992,23.1994915,47.50105667,14,36
49,1099,1215,11,7.93045,21067,35.14976029,0.202924004,0.089618835,0.18000001,576.7313808,5.22143637,90.53497942,30.9,47.49133716,53.956425,40.964541,1.2768785,0.45568901,1.6138986,14.35657024,47.23468018,24.93545341,13.47329807,61.59125042,18,42
50,1101,16116,276,110.99904,225763,27.74458171,0.151366699,0.061927774,0.14,713.8459358,12.22520962,171.2583768,20.7,47.18310795,33.288449,58.545464,0.20641114,3.1586222,3.5156336,13.2682476,25.00365257,28.35226059,33.37583923,38.27190018,14,38
51,1103,10627,87,79.360237,119089,31.17920211,0.17468448,0.073239342,0.13,892.3578164,7.305460622,81.86694269,15.3,49.27575175,75.335252,12.659439,0.79856245,0.6625297,8.4533416,15.9278841,30.4020462,31.26894379,22.40112495,46.32993031,13,32
52,1105,867,10,4.9036951,9140,32.35229759,0.194091904,0.091247265,0.16,948.5776805,10.94091904,115.3402537,41.8,46.8380744,29.551423,67.527354,0.25164115,0.59080962,1.4442014,17.1681118,36.91993713,23.13445473,22.77749443,54.08804893,16,43
53,1107,1734,26,8.7336521,19938,33.4135821,0.190239743,0.082907012,0.15000001,869.6960578,13.04042532,149.9423299,23.5,49.89467349,53.866988,39.823452,0.22569967,0.310964,4.7547396,18.48913383,37.17144012,30.21731567,14.12211132,55.66057396,15,35
54,1109,2023,23,19.152643,33338,26.11134441,0.149589058,0.063291139,0.12,606.8150459,6.899034135,113.6925358,26.6,48.28723979,55.792189,37.314776,0.64790929,2.0847082,2.4056632,15.03264618,35.74981689,25.48450661,23.73302841,50.78246307,12,36
55,1111,1245,30,15.113567,22725,35.12871287,0.203520352,0.086556656,0.17,547.8547855,13.20132013,240.9638554,17.7,48.65126513,75.335532,19.361936,0.41364138,0.34763475,2.9086908,20.36637878,34.87575912,28.23275948,16.52510071,55.24213791,17,37
56,1113,2793,6,34.795723,57781,27.12829477,0.143299701,0.056783372,0.19,483.3768886,1.038403627,21.48227712,20.1,48.01751441,45.983973,44.756928,0.41882279,0.79957079,5.6160331,16.17934227,31.44141769,34.55550003,17.82374191,47.62075996,19,45
57,1117,15668,103,106.04476,215707,28.3138702,0.153388624,0.059372204,0.11,726.3556584,4.774995712,65.73908604,8.4,48.33871872,77.531093,12.891097,0.26053861,2.2173597,5.7786722,7.328763008,19.82781792,29.91397667,42.92944336,27.15658092,11,35
58,1115,6467,73,54.216629,88690,30.33938437,0.166174315,0.065328673,0.14,729.1690157,8.230916676,112.8807793,13.2,49.64144774,85.601532,9.3257412,0.29202842,0.86481003,2.5076108,15.44673061,35.57078552,32.89756393,16.08491707,51.01751614,14,37
59,1119,849,24,5.4214215,12691,32.03845245,0.18012765,0.080687101,0.20999999,668.9780159,18.91103932,282.6855124,31.3,45.71743755,24.552833,71.412814,0.12607359,2.0171775,1.1504215,13.30365944,35.36103058,29.7725029,21.56280899,48.66469002,21,43
60,1121,5165,75,41.832939,79828,32.14661522,0.180012026,0.071478679,0.16,647.0160846,9.395199679,145.2081317,19.9,48.32890715,62.496871,32.567519,0.30315178,0.63511548,2.3588214,19.6703167,33.72028732,31.64859962,14.96079826,53.39060402,16,39
61,1123,2368,98,21.822058,40497,36.81754204,0.215596217,0.086920019,0.16,584.7346717,24.19932341,413.8513514,20.3,48.47766501,68.780404,26.779762,0.37039781,0.58275922,2.3507914,19.34628677,32.70659637,29.5043087,18.44280815,52.05288315,16,36
62,1125,18468,218,61.067066,208911,24.72536152,0.132798177,0.051878551,0.12,884.0128093,10.43506565,118.0420186,17.4,48.14921187,61.22033,31.844661,0.2335923,1.5767479,3.8844291,11.65075588,29.8939991,27.72439957,30.73084641,41.54475498,12,35
63,1127,5259,138,31.098469,63711,33.44791323,0.193231938,0.078808997,0.14,825.4461553,21.66030984,262.4073018,19.7,48.72000126,88.923419,6.0633171,0.4096624,0.5336598,2.5647063,18.17917824,37.50614166,32.97083664,11.34384346,55.6853199,14,40
64,1129,1184,24,5.8540521,16378,33.79533521,0.191110026,0.078275736,0.17,722.9209916,14.65380388,202.7027027,21,49.18182928,65.117842,23.330078,7.6505065,0.88533396,1.5813896,17.37176132,43.06363297,26.89934731,12.6652565,60.43539429,17,33
65,1131,883,19,4.6182761,10627,33.18904677,0.194410464,0.079420344,0.2,830.9024184,17.87898748,215.1755379,31.1,47.5769267,26.649103,70.734918,0.22583983,0.23524982,1.411499,23.54512215,39.47146606,24.48692703,12.49648571,63.01658821,20,48
66,1133,1968,30,14.902914,23660,36.47928994,0.215595943,0.091462384,0.2,831.783601,12.67962806,152.4390244,16.2,49.26035503,93.693995,0.79458999,0.61707525,0.30853762,3.1952664,21.18792343,38.21403503,27.76871109,12.82933044,59.40195847,20,38
67,2013,38,0,0.19429277,3515,23.21479374,0.092176387,0.027880512,0.13,108.1081081,0,0,15.4,67.53911807,8.5917495,10.412518,19.203414,42.788053,14.708392,14.5259943,43.46330261,30.50458717,11.50611591,57.98929691,13,51
68,2016,197,0,0.50309831,5723,23.1172462,0.068845011,0.011707147,0.1,344.2250568,0,0,8.5,65.52507426,23.204613,6.4826138,10.746112,39.664513,13.821423,10.54034424,39.03561783,33.38986969,17.03416443,49.57596207,10,44
69,2020,22820,118,65.965347,291538,23.22853282,0.110904925,0.038324335,0.079999998,782.7453025,4.047499811,51.70902717,9.2,50.89696712,57.316369,5.4480035,8.0788784,9.8638944,9.2979304,6.098400116,23.42002487,34.37275314,36.10882187,29.51842499,8,32
70,2050,2427,9,0.17348571,18216,17.89086517,0.076965305,0.024923144,0.059999999,1332.345191,4.940711462,37.08281829,27.8,51.47123408,9.6453667,0.91128675,82.334214,0.93324548,2.4264382,19.08988953,46.42383575,22.60993767,11.87633896,65.51372528,6,31
71,2060,76,0,0.70254195,877,33.29532497,0.144811859,0.050171038,0.15000001,866.5906499,0,0,5.8,53.36374002,43.443558,0.79817558,30.102623,1.368301,7.5256556,5.984251976,37.00787354,34.4881897,22.51968575,42.99212551,15,42
72,2068,59,0,0.062909462,2059,27.5862069,0.118989801,0.030111705,0.050000001,286.5468674,0,0,16.9,55.65808645,79.990286,2.1369597,5.1481303,5.3423993,3.2054394,1.53657043,25.99877167,31.40749931,41.05715942,27.5353421,5,25
73,2070,121,1,0.10531188,5000,21.94,0.094,0.0312,0.1,242,2,82.6446281,17.2,50.36,15.22,0.71999999,70.480001,0.86000003,3.7599999,13.67875671,37.23661423,27.01209068,22.07253838,50.91537094,10,36
74,2090,4900,19,5.2135649,98971,21.26582534,0.103100908,0.031221267,0.059999999,495.0945226,1.919754271,38.7755102,8.1,53.86426327,69.254631,4.9004253,7.397116,3.3626013,8.3670974,5.507227421,22.62555313,40.49574661,31.37147141,28.13278055,6,30
75,2100,20,0,0.40828359,2474,41.63298302,0.22069523,0.062651576,0.07,80.84074373,0,0,9,49.39369442,77.405012,0.60630557,10.024253,1.0105093,3.2336298,2.486486435,30.16216278,33.56756592,33.78378296,32.64864922,7,27
76,2110,1030,3,4.5856233,32113,27.87033289,0.133839878,0.041011428,0.07,320.7423785,0.934201102,29.12621359,7.9,50.79874194,64.263695,1.2144614,10.874101,6.8508081,6.7947559,3.625725746,21.60808563,36.35477066,38.41141891,25.23381138,7,27
77,2122,3604,15,1.4104275,58533,33.30770676,0.174055661,0.056498044,0.079999998,615.7210462,2.562656963,41.62042175,12,52.08685699,80.079615,0.6560402,7.5564213,1.7238138,4.2557191,7.323313236,31.24646378,36.84288025,24.58734131,38.56977701,8,33
78,2130,236,0,1.1064258,13918,30.78028452,0.155338411,0.054605547,0.090000004,169.5645926,0,0,10.5,51.02744647,63.17718,0.94841216,13.033482,8.3273456,5.7766922,7.22879076,29.70338058,37.79298782,25.2748394,36.93217134,9,38
79,2150,912,2,0.77887344,13345,23.88909704,0.103334582,0.034544773,0.079999998,683.4020232,1.498688647,21.92982456,9.3,53.17347321,49.112028,1.0266017,11.884601,21.641064,8.8347696,10.20819378,29.6955452,32.1020813,27.99417877,39.90373898,8,34
80,2158,767,2,0.1877605,8303,14.59713357,0.059737444,0.018427075,0.050000001,923.7624955,2.408767915,26.0756193,40.5,52.67975431,3.5168011,0.40949057,90.509456,0.48175356,2.5773816,21.12219429,56.00997543,18.95261765,3.915211916,77.13216972,5,23
81,2164,5,0,0.025640626,1587,23.75551355,0.102079395,0.031505986,0.1,31.50598614,0,0,15.9,51.22873346,22.306238,1.0081915,59.609324,3.1505987,3.5286706,11.98257065,44.22657776,27.66884613,16.12200356,56.20914841,10,38
82,2170,6353,16,1.681185,107610,25.17238175,0.119078153,0.037617322,0.090000004,590.3726419,1.486850664,25.18495199,10.3,51.91617879,78.9527,1.1458043,6.3906699,1.6838584,5.060868,7.051301003,33.07570648,38.27765274,21.59534264,40.12700748,9,34
83,2180,275,0,0.16820982,10008,18.16546763,0.077338129,0.022881695,0.07,274.7801759,0,0,23.1,52.62789768,14.928058,0.76938448,74.110711,1.4488409,2.5079936,15.43478298,41.12318802,27.30072403,16.14130402,56.557971,7,40
84,2185,798,2,0.042921741,9872,20.62398703,0.068172609,0.019448947,0.079999998,808.3468395,2.025931929,25.06265664,9.3,62.24675851,30.996758,1.4586709,50.719208,5.9258509,4.2949758,10.2690239,42.96694946,30.23827744,16.52574921,53.23597336,8,40
85,2188,401,0,0.08308325,7671,17.19462912,0.073132577,0.029722331,0.11,522.748012,0,0,25.1,53.98253161,10.885152,1.0689611,77.564853,0.82127489,3.7804719,17.46257973,46.66191483,22.64195824,13.23354721,64.12449455,11,42
86,2195,27,0,0.42874879,3221,35.05122633,0.190934492,0.061471593,0.079999998,83.8248991,0,0,8.2,52.77864017,71.220118,2.1421919,10.183173,3.2288108,6.0229741,10.3416853,31.70842743,29.5671978,28.38268852,42.05011272,8,25
87,2198,67,1,0.47114873,6422,33.32295235,0.170663345,0.047025849,0.14,104.3288695,1.557147306,149.2537313,15.2,54.76487076,45.484272,0.51385863,41.155404,0.96543133,3.6904391,9.199012756,37.89544678,34.64213562,18.26340675,47.09445953,14,45
88,2220,266,0,1.163278,8647,30.32265526,0.157395629,0.060252111,0.079999998,307.6211403,0,0,7.5,50.8846999,61.084771,0.9367411,14.513704,7.7599168,6.9850817,5.287992001,27.38366508,33.95704651,33.37129974,32.67165709,8,27
89,2230,16,0,1.0214603,1148,27.78745645,0.145470383,0.051393728,0.059999999,139.3728223,0,0,5.3,52.00348432,81.358886,0.69686412,4.4425089,2.5261324,5.4878049,5.305651665,29.18108368,35.87081909,29.64244461,34.48673534,6,33
90,2240,406,3,0.10760501,6918,28.56316855,0.1452732,0.047412547,0.1,586.8748193,4.336513443,73.89162562,10.8,55.14599595,72.882336,1.63342,11.867592,2.3417173,6.374675,10.13722897,34.21868134,35.94511032,19.69898224,44.3559103,10,33
91,2261,341,2,0.1033911,9164,30.9580969,0.137058053,0.037319948,0.11,372.1082497,2.182453077,58.65102639,8.1,52.41161065,69.107378,0.89480579,13.269314,4.6486251,5.3033609,4.629629612,30.81790161,33.71913528,30.83333397,35.44753122,11,35
92,2275,24,0,0.37809685,2503,41.78985218,0.218937275,0.07630843,0.14,95.88493807,0,0,7.8,51.77786656,66.919696,0.4794247,16.060728,3.2760687,2.9964043,13.45454502,35.27272797,31.84415627,19.4285717,48.72727299,14,43
93,2290,209,4,0.014129973,5327,29.00319129,0.152055566,0.050309743,0.090000004,392.3409048,7.508916839,191.3875598,25.1,52.9754083,21.813403,0.80720857,68.368685,0.37544584,2.7782992,14.03253937,40.18012619,32.19058609,13.59674644,54.21266556,9,31
94,4001,7438,237,2.4763701,71818,28.18652705,0.152970008,0.062853324,0.17,1035.673508,33.00008354,318.6340414,35.3,49.16594726,18.124983,0.50544431,73.158538,0.39265924,6.3911557,19.59776688,32.23875809,35.86286545,12.30060768,51.83652496,17,34
95,4003,7480,130,7.9399123,126770,35.56283032,0.223444032,0.096032184,0.11,590.0449633,10.25479214,173.7967914,17.2,50.78488601,54.857618,3.9465174,0.82038334,2.0485919,35.633826,12.61652946,24.10342407,40.17047119,23.10957527,36.71995354,11,30
96,4005,11126,210,2.962415,142854,23.97342742,0.12498775,0.045227995,0.079999998,778.8371344,14.70032341,188.7470789,18.9,49.40708696,53.990787,1.2509275,25.963572,1.9474428,14.272614,9.480019569,22.03899765,32.32065582,36.16032791,31.51901722,8,24
97,4007,4517,135,4.3729882,53889,44.57867097,0.287739613,0.121453358,0.15000001,838.2044573,25.05149474,298.870932,22.5,49.44237228,61.982965,0.63463785,16.45976,0.84247245,18.738519,13.67403984,27.8540554,39.7381134,18.73379135,41.52809525,15,31
98,4009,3228,51,3.1798911,38072,24.32758983,0.139472578,0.060201723,0.1,847.867199,13.39567136,157.9925651,21.3,53.27537298,50.99811,1.4603908,12.313511,0.55946629,33.13984,14.74310303,28.72268677,41.38192749,15.15228176,43.46578979,10,35
99,4011,400,4,1.9877582,9483,24.36992513,0.131603923,0.057471264,0.12,421.8074449,4.218074449,100,11.9,51.3656016,45.755562,1.697775,2.7312033,0.80143418,47.295159,11.94055367,34.71130753,39.83600998,13.51212883,46.65186119,12,29
100,4012,1464,35,1.8103678,21098,51.77741966,0.392786046,0.210209499,0.14,693.9046355,16.58925017,239.0710383,22.1,51.28448194,56.673616,0.89581953,11.612475,0.64461087,28.083232,23.06110954,31.14682579,33.78184891,12.01021576,54.20793533,14,30
101,4013,322449,5125,185.12689,4410824,26.73534469,0.151736954,0.063746592,0.090000004,731.0402773,11.61914418,158.9398634,14.7,49.46282146,54.902053,5.4661442,1.6657658,4.3072451,31.27844,12.27414799,22.39362335,32.63415527,32.69807053,34.66777134,9,27
102,4015,12573,344,6.078229,209550,46.6604629,0.303154378,0.131410165,0.14,600,16.4161298,273.6021634,17.5,50.57456454,76.915771,1.0713434,2.0696731,1.1314722,16.830827,13.93260956,35.34418106,37.77739716,12.94581127,49.27679062,14,32
103,4017,11296,342,4.2857819,110445,31.29612024,0.181176151,0.071555978,0.15000001,1022.771515,30.96563901,302.7620397,28.5,50.05296754,41.695866,0.80220923,43.668795,0.6165965,11.452759,16.61822128,30.31974411,37.80786896,15.25416565,46.93796539,15,34
104,4019,69522,1064,43.668076,1039073,32.20842039,0.19753665,0.085418445,0.079999998,669.0771486,10.23989652,153.0450793,17.8,49.22233568,51.431417,3.3891749,2.438616,3.0917943,37.551066,11.61551857,22.24790764,33.75336456,32.38320923,33.86342621,8,25
105,4021,27649,367,32.174084,447138,32.25268262,0.203805089,0.081091296,0.13,618.3549598,8.207756889,132.7353611,14.2,52.09062974,56.56755,4.5218702,4.4932436,1.6469188,30.425954,14.23302937,29.26578331,36.96906281,19.53212357,43.49881268,13,33
106,4023,6002,98,14.518294,46511,30.38636022,0.181053944,0.075380018,0.079999998,1290.447421,21.07028445,163.278907,24,48.31760229,14.858851,0.39560534,0.35905484,0.52460707,83.444774,23.40113258,28.66016006,27.50665474,20.43205261,52.06129265,8,27
